Borough,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
Staten Island,Not SWD,2012,4 year June,3626,3087,85.1,2997,82.7,97.1,1130,31.2,36.6,1867,51.5,60.5,90,2.5,2.9,355,9.8,161,4.4,0,0.0,23,0.6
Staten Island,Not SWD,2018,5 year August,3492,3257,93.3,3249,93.0,99.8,2244,64.3,68.9,1005,28.8,30.9,8,0.2,0.2,29,0.8,172,4.9,1,0.0,33,0.9
Staten Island,Not SWD,2017,5 year August,3578,3335,93.2,3330,93.1,99.9,2271,63.5,68.1,1059,29.6,31.8,5,0.1,0.1,34,1.0,180,5.0,0,0.0,29,0.8
Staten Island,Not SWD,2016,5 year August,3682,3396,92.2,3379,91.8,99.5,2087,56.7,61.5,1292,35.1,38.0,17,0.5,0.5,59,1.6,176,4.8,0,0.0,51,1.4
Staten Island,Not SWD,2015,5 year August,3480,3186,91.6,3072,88.3,96.4,1326,38.1,41.6,1746,50.2,54.8,114,3.3,3.6,60,1.7,189,5.4,0,0.0,45,1.3
Staten Island,Not SWD,2014,5 year August,3677,3329,90.5,3188,86.7,95.8,1315,35.8,39.5,1873,50.9,56.3,141,3.8,4.2,47,1.3,249,6.8,1,0.0,51,1.4
Staten Island,Not SWD,2013,5 year August,3661,3286,89.8,3198,87.4,97.3,1214,33.2,36.9,1984,54.2,60.4,88,2.4,2.7,84,2.3,240,6.6,0,0.0,50,1.4
Staten Island,Not SWD,2012,5 year August,3627,3241,89.4,3124,86.1,96.4,1130,31.2,34.9,1994,55.0,61.5,117,3.2,3.6,105,2.9,238,6.6,0,0.0,43,1.2
Staten Island,Not SWD,2018,5 year June,3492,3250,93.1,3242,92.8,99.8,2244,64.3,69.0,998,28.6,30.7,8,0.2,0.2,36,1.0,172,4.9,1,0.0,33,0.9
Staten Island,Not SWD,2017,5 year June,3578,3328,93.0,3323,92.9,99.8,2271,63.5,68.2,1052,29.4,31.6,5,0.1,0.2,40,1.1,181,5.1,0,0.0,29,0.8
Staten Island,Not SWD,2016,5 year June,3682,3386,92.0,3369,91.5,99.5,2087,56.7,61.6,1282,34.8,37.9,17,0.5,0.5,66,1.8,179,4.9,0,0.0,51,1.4
Staten Island,Not SWD,2015,5 year June,3480,3177,91.3,3063,88.0,96.4,1326,38.1,41.7,1737,49.9,54.7,114,3.3,3.6,65,1.9,193,5.5,0,0.0,45,1.3
Staten Island,Not SWD,2014,5 year June,3677,3316,90.2,3185,86.6,96.0,1313,35.7,39.6,1872,50.9,56.5,131,3.6,4.0,59,1.6,250,6.8,1,0.0,51,1.4
Staten Island,Not SWD,2013,5 year June,3661,3275,89.5,3191,87.2,97.4,1214,33.2,37.1,1977,54.0,60.4,84,2.3,2.6,95,2.6,240,6.6,0,0.0,50,1.4
Staten Island,Not SWD,2012,5 year June,3627,3234,89.2,3117,85.9,96.4,1130,31.2,34.9,1987,54.8,61.4,117,3.2,3.6,112,3.1,238,6.6,0,0.0,43,1.2
Staten Island,Not SWD,2017,6 year June,3580,3352,93.6,3346,93.5,99.8,2271,63.4,67.8,1075,30.0,32.1,6,0.2,0.2,14,0.4,183,5.1,0,0.0,31,0.9
Staten Island,Not SWD,2016,6 year June,3682,3412,92.7,3395,92.2,99.5,2087,56.7,61.2,1308,35.5,38.3,17,0.5,0.5,17,0.5,201,5.5,0,0.0,52,1.4
Staten Island,Not SWD,2015,6 year June,3484,3208,92.1,3094,88.8,96.4,1326,38.1,41.3,1768,50.7,55.1,114,3.3,3.6,29,0.8,202,5.8,0,0.0,45,1.3
Staten Island,Not SWD,2014,6 year June,3679,3360,91.3,3216,87.4,95.7,1315,35.7,39.1,1901,51.7,56.6,144,3.9,4.3,16,0.4,248,6.7,1,0.0,54,1.5
Staten Island,Not SWD,2013,6 year June,3655,3316,90.7,3221,88.1,97.1,1214,33.2,36.6,2007,54.9,60.5,95,2.6,2.9,27,0.7,260,7.1,0,0.0,51,1.4
Staten Island,Not SWD,2012,6 year June,3623,3267,90.2,3143,86.8,96.2,1130,31.2,34.6,2013,55.6,61.6,124,3.4,3.8,48,1.3,256,7.1,1,0.0,51,1.4
Staten Island,SWD,2019,4 year August,1108,764,69.0,746,67.3,97.6,71,6.4,9.3,675,60.9,88.4,18,1.6,2.4,215,19.4,74,6.7,27,2.4,28,2.5
Staten Island,SWD,2018,4 year August,1066,732,68.7,723,67.8,98.8,182,17.1,24.9,541,50.8,73.9,9,0.8,1.2,216,20.3,76,7.1,26,2.4,16,1.5
Staten Island,SWD,2017,4 year August,1104,760,68.8,747,67.7,98.3,158,14.3,20.8,589,53.4,77.5,13,1.2,1.7,252,22.8,71,6.4,11,1.0,10,0.9
Staten Island,SWD,2016,4 year August,1003,636,63.4,574,57.2,90.3,61,6.1,9.6,513,51.1,80.7,62,6.2,9.7,242,24.1,76,7.6,24,2.4,25,2.5
Staten Island,SWD,2015,4 year August,954,562,58.9,237,24.8,42.2,21,2.2,3.7,216,22.6,38.4,325,34.1,57.8,253,26.5,81,8.5,29,3.0,29,3.0
Staten Island,SWD,2014,4 year August,984,532,54.1,242,24.6,45.5,22,2.2,4.1,220,22.4,41.4,290,29.5,54.5,293,29.8,109,11.1,30,3.0,20,2.0
Staten Island,SWD,2013,4 year August,965,519,53.8,251,26.0,48.4,21,2.2,4.0,230,23.8,44.3,268,27.8,51.6,265,27.5,123,12.7,37,3.8,21,2.2
Staten Island,SWD,2012,4 year August,918,468,51.0,216,23.5,46.2,21,2.3,4.5,195,21.2,41.7,252,27.5,53.8,275,30.0,128,13.9,26,2.8,21,2.3
Staten Island,SWD,2019,4 year June,1108,737,66.5,723,65.3,98.1,71,6.4,9.6,652,58.8,88.5,14,1.3,1.9,241,21.8,75,6.8,27,2.4,28,2.5
Staten Island,SWD,2018,4 year June,1066,706,66.2,699,65.6,99.0,181,17.0,25.6,518,48.6,73.4,7,0.7,1.0,241,22.6,77,7.2,26,2.4,16,1.5
Staten Island,SWD,2017,4 year June,1104,718,65.0,707,64.0,98.5,155,14.0,21.6,552,50.0,76.9,11,1.0,1.5,293,26.5,72,6.5,11,1.0,10,0.9
Staten Island,SWD,2016,4 year June,1003,616,61.4,557,55.5,90.4,60,6.0,9.7,497,49.6,80.7,59,5.9,9.6,262,26.1,76,7.6,24,2.4,25,2.5
Staten Island,SWD,2015,4 year June,954,538,56.4,234,24.5,43.5,21,2.2,3.9,213,22.3,39.6,304,31.9,56.5,276,28.9,81,8.5,30,3.1,29,3.0
Staten Island,SWD,2014,4 year June,984,506,51.4,235,23.9,46.4,22,2.2,4.3,213,21.6,42.1,271,27.5,53.6,319,32.4,109,11.1,30,3.0,20,2.0
Staten Island,SWD,2013,4 year June,965,494,51.2,244,25.3,49.4,21,2.2,4.3,223,23.1,45.1,250,25.9,50.6,290,30.1,123,12.7,37,3.8,21,2.2
Staten Island,SWD,2012,4 year June,918,440,47.9,212,23.1,48.2,21,2.3,4.8,191,20.8,43.4,228,24.8,51.8,303,33.0,128,13.9,26,2.8,21,2.3
Staten Island,SWD,2018,5 year August,1057,770,72.8,755,71.4,98.1,182,17.2,23.6,573,54.2,74.4,15,1.4,1.9,95,9.0,109,10.3,57,5.4,25,2.4
Staten Island,SWD,2017,5 year August,1075,799,74.3,784,72.9,98.1,158,14.7,19.8,626,58.2,78.3,15,1.4,1.9,75,7.0,122,11.3,57,5.3,20,1.9
Staten Island,SWD,2016,5 year August,998,707,70.8,637,63.8,90.1,61,6.1,8.6,576,57.7,81.5,70,7.0,9.9,101,10.1,117,11.7,46,4.6,27,2.7
Staten Island,SWD,2015,5 year August,947,620,65.5,271,28.6,43.7,22,2.3,3.5,249,26.3,40.2,349,36.9,56.3,124,13.1,108,11.4,62,6.5,33,3.5
Staten Island,SWD,2014,5 year August,978,584,59.7,245,25.1,42.0,22,2.2,3.8,223,22.8,38.2,339,34.7,58.0,127,13.0,172,17.6,68,7.0,27,2.8
Staten Island,SWD,2013,5 year August,963,574,59.6,258,26.8,44.9,21,2.2,3.7,237,24.6,41.3,316,32.8,55.1,132,13.7,161,16.7,70,7.3,26,2.7
Staten Island,SWD,2012,5 year August,917,533,58.1,228,24.9,42.8,21,2.3,3.9,207,22.6,38.8,305,33.3,57.2,135,14.7,166,18.1,56,6.1,27,2.9
Staten Island,SWD,2018,5 year June,1057,763,72.2,749,70.9,98.2,182,17.2,23.9,567,53.6,74.3,14,1.3,1.8,102,9.6,109,10.3,57,5.4,25,2.4
Staten Island,SWD,2017,5 year June,1075,794,73.9,779,72.5,98.1,158,14.7,19.9,621,57.8,78.2,15,1.4,1.9,80,7.4,122,11.3,57,5.3,20,1.9
Staten Island,SWD,2016,5 year June,998,697,69.8,627,62.8,90.0,61,6.1,8.8,566,56.7,81.2,70,7.0,10.0,111,11.1,117,11.7,46,4.6,27,2.7
Staten Island,SWD,2015,5 year June,947,611,64.5,262,27.7,42.9,22,2.3,3.6,240,25.3,39.3,349,36.9,57.1,131,13.8,110,11.6,62,6.5,33,3.5
Staten Island,SWD,2014,5 year June,978,579,59.2,245,25.1,42.3,22,2.2,3.8,223,22.8,38.5,334,34.2,57.7,131,13.4,173,17.7,68,7.0,27,2.8
Staten Island,SWD,2013,5 year June,963,568,59.0,258,26.8,45.4,21,2.2,3.7,237,24.6,41.7,310,32.2,54.6,138,14.3,161,16.7,70,7.3,26,2.7
Staten Island,SWD,2012,5 year June,917,531,57.9,227,24.8,42.7,21,2.3,4.0,206,22.5,38.8,304,33.2,57.3,137,14.9,166,18.1,56,6.1,27,2.9
Staten Island,SWD,2017,6 year June,1070,812,75.9,794,74.2,97.8,158,14.8,19.5,636,59.4,78.3,18,1.7,2.2,37,3.5,133,12.4,72,6.7,16,1.5
Staten Island,SWD,2016,6 year June,997,724,72.6,652,65.4,90.1,61,6.1,8.4,591,59.3,81.6,72,7.2,9.9,52,5.2,132,13.2,59,5.9,30,3.0
Staten Island,SWD,2015,6 year June,949,644,67.9,290,30.6,45.0,22,2.3,3.4,268,28.2,41.6,354,37.3,55.0,76,8.0,130,13.7,72,7.6,27,2.8
Staten Island,SWD,2014,6 year June,975,611,62.7,251,25.7,41.1,22,2.3,3.6,229,23.5,37.5,360,36.9,58.9,87,8.9,171,17.5,75,7.7,31,3.2
Staten Island,SWD,2013,6 year June,959,592,61.7,260,27.1,43.9,21,2.2,3.5,239,24.9,40.4,332,34.6,56.1,86,9.0,180,18.8,76,7.9,25,2.6
Staten Island,SWD,2012,6 year June,917,557,60.7,229,25.0,41.1,21,2.3,3.8,208,22.7,37.3,328,35.8,58.9,93,10.1,171,18.6,65,7.1,31,3.4
