Borough,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,% Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
STATEN ISLAND,4,2019,Multi-Racial,91,602,20,22.0,21,23.1,27,29.7,23,25.3,50,54.9
STATEN ISLAND,4,2019,Native American,20,597,4,20.0,6,30.0,7,35.0,3,15.0,10,50.0
STATEN ISLAND,4,2019,White,1900,608,198,10.4,425,22.4,540,28.4,737,38.8,1277,67.2
STATEN ISLAND,5,2019,Asian,489,613,51,10.4,81,16.6,126,25.8,231,47.2,357,73.0
STATEN ISLAND,5,2019,Black,538,591,273,50.7,135,25.1,79,14.7,51,9.5,130,24.2
STATEN ISLAND,5,2019,Hispanic,1410,596,537,38.1,383,27.2,271,19.2,219,15.5,490,34.8
STATEN ISLAND,5,2019,Multi-Racial,82,603,24,29.3,15,18.3,20,24.4,23,28.0,43,52.4
STATEN ISLAND,5,2019,Native American,21,596,8,38.1,5,23.8,4,19.0,4,19.0,8,38.1
STATEN ISLAND,5,2019,White,1951,607,350,17.9,402,20.6,529,27.1,670,34.3,1199,61.5
STATEN ISLAND,6,2019,Asian,469,613,40,8.5,74,15.8,125,26.7,230,49.0,355,75.7
STATEN ISLAND,6,2019,Black,548,587,308,56.2,148,27.0,62,11.3,30,5.5,92,16.8
STATEN ISLAND,6,2019,Hispanic,1175,593,524,44.6,310,26.4,213,18.1,128,10.9,341,29.0
STATEN ISLAND,6,2019,Multi-Racial,64,601,16,25.0,12,18.8,22,34.4,14,21.9,36,56.3
STATEN ISLAND,6,2019,Native American,20,600,6,30.0,6,30.0,4,20.0,4,20.0,8,40.0
STATEN ISLAND,6,2019,White,1976,607,344,17.4,398,20.1,558,28.2,676,34.2,1234,62.4
STATEN ISLAND,7,2019,Asian,458,615,41,9.0,87,19.0,120,26.2,210,45.9,330,72.1
STATEN ISLAND,7,2019,Black,466,588,258,55.4,130,27.9,50,10.7,28,6.0,78,16.7
STATEN ISLAND,7,2019,Hispanic,1184,593,511,43.2,353,29.8,200,16.9,120,10.1,320,27.0
STATEN ISLAND,7,2019,Multi-Racial,41,605,11,26.8,10,24.4,13,31.7,7,17.1,20,48.8
STATEN ISLAND,7,2019,Native American,9,604,1,11.1,4,44.4,2,22.2,2,22.2,4,44.4
STATEN ISLAND,7,2019,White,2057,607,351,17.1,521,25.3,594,28.9,591,28.7,1185,57.6
STATEN ISLAND,8,2019,Asian,329,617,37,11.2,53,16.1,83,25.2,156,47.4,239,72.6
STATEN ISLAND,8,2019,Black,377,591,221,58.6,83,22.0,48,12.7,25,6.6,73,19.4
STATEN ISLAND,8,2019,Hispanic,885,597,367,41.5,259,29.3,174,19.7,85,9.6,259,29.3
STATEN ISLAND,8,2019,Multi-Racial,34,607,8,23.5,8,23.5,9,26.5,9,26.5,18,52.9
STATEN ISLAND,8,2019,Native American,8,604,3,37.5,0,0.0,2,25.0,3,37.5,5,62.5
STATEN ISLAND,8,2019,White,1630,608,349,21.4,454,27.9,438,26.9,389,23.9,827,50.7
STATEN ISLAND,All Grades,2019,Asian,2751,613,249,9.1,452,16.4,717,26.1,1333,48.5,2050,74.5
STATEN ISLAND,All Grades,2019,Black,2999,590,1469,49.0,831,27.7,449,15.0,250,8.3,699,23.3
STATEN ISLAND,All Grades,2019,Hispanic,7390,595,2732,37.0,2146,29.0,1552,21.0,960,13.0,2512,34.0
STATEN ISLAND,All Grades,2019,Multi-Racial,389,602,94,24.2,89,22.9,110,28.3,96,24.7,206,53.0
STATEN ISLAND,All Grades,2019,Native American,104,600,27,26.0,28,26.9,24,23.1,25,24.0,49,47.1
STATEN ISLAND,All Grades,2019,White,11458,607,1809,15.8,2628,22.9,3356,29.3,3665,32.0,7021,61.3
STATEN ISLAND,3,2018,Asian,457,613,41,9.0,60,13.1,137,30.0,219,47.9,356,77.9
STATEN ISLAND,3,2018,Black,552,592,198,35.9,166,30.1,129,23.4,59,10.7,188,34.1
STATEN ISLAND,3,2018,Hispanic,1384,595,434,31.4,366,26.4,403,29.1,181,13.1,584,42.2
STATEN ISLAND,3,2018,Multi-Racial,96,599,20,20.8,19,19.8,40,41.7,17,17.7,57,59.4
STATEN ISLAND,3,2018,Native American,20,598,7,35.0,3,15.0,6,30.0,4,20.0,10,50.0
STATEN ISLAND,3,2018,White,1940,606,251,12.9,386,19.9,691,35.6,612,31.5,1303,67.2
STATEN ISLAND,4,2018,Asian,439,612,39,8.9,78,17.8,122,27.8,200,45.6,322,73.3
STATEN ISLAND,4,2018,Black,574,589,269,46.9,176,30.7,77,13.4,52,9.1,129,22.5
STATEN ISLAND,4,2018,Hispanic,1470,594,490,33.3,456,31.0,308,21.0,216,14.7,524,35.6
STATEN ISLAND,4,2018,Multi-Racial,78,600,18,23.1,22,28.2,20,25.6,18,23.1,38,48.7
STATEN ISLAND,4,2018,Native American,23,592,9,39.1,7,30.4,4,17.4,3,13.0,7,30.4
STATEN ISLAND,4,2018,White,1962,607,251,12.8,472,24.1,517,26.4,722,36.8,1239,63.1
STATEN ISLAND,5,2018,Asian,450,612,51,11.3,76,16.9,121,26.9,202,44.9,323,71.8
STATEN ISLAND,5,2018,Black,603,589,344,57.0,140,23.2,85,14.1,34,5.6,119,19.7
STATEN ISLAND,5,2018,Hispanic,1311,593,598,45.6,353,26.9,238,18.2,122,9.3,360,27.5
STATEN ISLAND,5,2018,Multi-Racial,74,602,25,33.8,17,23.0,14,18.9,18,24.3,32,43.2
STATEN ISLAND,5,2018,Native American,21,595,10,47.6,4,19.0,3,14.3,4,19.0,7,33.3
STATEN ISLAND,5,2018,White,2082,606,379,18.2,515,24.7,572,27.5,616,29.6,1188,57.1
STATEN ISLAND,6,2018,Asian,409,612,33,8.1,80,19.6,116,28.4,180,44.0,296,72.4
STATEN ISLAND,6,2018,Black,460,587,261,56.7,117,25.4,58,12.6,24,5.2,82,17.8
STATEN ISLAND,6,2018,Hispanic,1169,593,492,42.1,338,28.9,224,19.2,115,9.8,339,29.0
STATEN ISLAND,6,2018,Multi-Racial,56,606,8,14.3,14,25.0,17,30.4,17,30.4,34,60.7
STATEN ISLAND,6,2018,Native American,12,592,4,33.3,4,33.3,1,8.3,3,25.0,4,33.3
STATEN ISLAND,6,2018,White,2093,605,382,18.3,543,25.9,626,29.9,542,25.9,1168,55.8
STATEN ISLAND,7,2018,Asian,379,613,45,11.9,66,17.4,98,25.9,170,44.9,268,70.7
STATEN ISLAND,7,2018,Black,490,587,272,55.5,137,28.0,58,11.8,23,4.7,81,16.5
STATEN ISLAND,7,2018,Hispanic,1091,594,469,43.0,328,30.1,199,18.2,95,8.7,294,26.9
STATEN ISLAND,7,2018,Multi-Racial,45,605,12,26.7,10,22.2,10,22.2,13,28.9,23,51.1
STATEN ISLAND,7,2018,Native American,13,594,8,61.5,1,7.7,1,7.7,3,23.1,4,30.8
STATEN ISLAND,7,2018,White,2032,606,418,20.6,490,24.1,561,27.6,563,27.7,1124,55.3
STATEN ISLAND,8,2018,Asian,343,617,37,10.8,59,17.2,86,25.1,161,46.9,247,72.0
STATEN ISLAND,8,2018,Black,456,592,251,55.0,132,28.9,51,11.2,22,4.8,73,16.0
STATEN ISLAND,8,2018,Hispanic,890,596,399,44.8,278,31.2,135,15.2,78,8.8,213,23.9
STATEN ISLAND,8,2018,Multi-Racial,24,600,8,33.3,11,45.8,3,12.5,2,8.3,5,20.8
STATEN ISLAND,8,2018,Native American,23,607,3,13.0,10,43.5,6,26.1,4,17.4,10,43.5
STATEN ISLAND,8,2018,White,1724,607,392,22.7,493,28.6,464,26.9,375,21.8,839,48.7
STATEN ISLAND,All Grades,2018,Asian,2477,613,246,9.9,419,16.9,680,27.5,1132,45.7,1812,73.2
STATEN ISLAND,All Grades,2018,Black,3135,589,1595,50.9,868,27.7,458,14.6,214,6.8,672,21.4
STATEN ISLAND,All Grades,2018,Hispanic,7315,594,2882,39.4,2119,29.0,1507,20.6,807,11.0,2314,31.6
STATEN ISLAND,All Grades,2018,Multi-Racial,373,602,91,24.4,93,24.9,104,27.9,85,22.8,189,50.7
STATEN ISLAND,All Grades,2018,Native American,112,597,41,36.6,29,25.9,21,18.8,21,18.8,42,37.5
STATEN ISLAND,All Grades,2018,White,11833,606,2073,17.5,2899,24.5,3431,29.0,3430,29.0,6861,58.0
