Borough,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
Queens,Native American,2015,4 year August,317,244,77.0,231,72.9,94.7,74,23.3,30.3,157,49.5,64.3,13,4.1,5.3,36,11.4,32,10.1,0,0.0,5,1.6
Queens,Native American,2014,4 year August,338,253,74.9,237,70.1,93.7,66,19.5,26.1,171,50.6,67.6,16,4.7,6.3,57,16.9,22,6.5,0,0.0,6,1.8
Queens,Native American,2013,4 year August,228,139,61.0,138,60.5,99.3,42,18.4,30.2,96,42.1,69.1,1,0.4,0.7,53,23.2,26,11.4,3,1.3,6,2.6
Queens,Native American,2012,4 year August,178,108,60.7,101,56.7,93.5,26,14.6,24.1,75,42.1,69.4,7,3.9,6.5,36,20.2,29,16.3,1,0.6,2,1.1
Queens,Native American,2019,4 year June,337,276,81.9,275,81.6,99.6,80,23.7,29.0,195,57.9,70.7,1,0.3,0.4,44,13.1,12,3.6,0,0.0,5,1.5
Queens,Native American,2018,4 year June,379,326,86.0,326,86.0,100.0,137,36.1,42.0,189,49.9,58.0,0,0.0,0.0,28,7.4,19,5.0,4,1.1,2,0.5
Queens,Native American,2017,4 year June,391,320,81.8,318,81.3,99.4,170,43.5,53.1,148,37.9,46.3,2,0.5,0.6,44,11.3,21,5.4,0,0.0,6,1.5
Queens,Native American,2016,4 year June,295,234,79.3,233,79.0,99.6,97,32.9,41.5,136,46.1,58.1,1,0.3,0.4,25,8.5,29,9.8,3,1.0,4,1.4
Queens,Native American,2015,4 year June,317,233,73.5,222,70.0,95.3,74,23.3,31.8,148,46.7,63.5,11,3.5,4.7,47,14.8,32,10.1,0,0.0,5,1.6
Queens,Native American,2014,4 year June,338,245,72.5,232,68.6,94.7,66,19.5,26.9,166,49.1,67.8,13,3.8,5.3,65,19.2,22,6.5,0,0.0,6,1.8
Queens,Native American,2013,4 year June,228,131,57.5,131,57.5,100.0,42,18.4,32.1,89,39.0,67.9,0,0.0,0.0,61,26.8,26,11.4,3,1.3,6,2.6
Queens,Native American,2012,4 year June,178,104,58.4,99,55.6,95.2,26,14.6,25.0,73,41.0,70.2,5,2.8,4.8,40,22.5,29,16.3,1,0.6,2,1.1
Queens,Native American,2018,5 year August,378,341,90.2,341,90.2,100.0,137,36.2,40.2,204,54.0,59.8,0,0.0,0.0,6,1.6,22,5.8,7,1.9,2,0.5
Queens,Native American,2017,5 year August,392,339,86.5,337,86.0,99.4,171,43.6,50.4,166,42.3,49.0,2,0.5,0.6,11,2.8,35,8.9,1,0.3,6,1.5
Queens,Native American,2016,5 year August,295,242,82.0,241,81.7,99.6,97,32.9,40.1,144,48.8,59.5,1,0.3,0.4,8,2.7,34,11.5,4,1.4,7,2.4
Queens,Native American,2015,5 year August,321,258,80.4,243,75.7,94.2,75,23.4,29.1,168,52.3,65.1,15,4.7,5.8,7,2.2,41,12.8,6,1.9,8,2.5
Queens,Native American,2014,5 year August,334,270,80.8,251,75.1,93.0,67,20.1,24.8,184,55.1,68.1,19,5.7,7.0,22,6.6,30,9.0,4,1.2,8,2.4
Queens,Native American,2013,5 year August,228,154,67.5,151,66.2,98.1,42,18.4,27.3,109,47.8,70.8,3,1.3,1.9,15,6.6,40,17.5,9,3.9,10,4.4
Queens,Native American,2012,5 year August,183,115,62.8,106,57.9,92.2,26,14.2,22.6,80,43.7,69.6,9,4.9,7.8,14,7.7,40,21.9,8,4.4,4,2.2
Queens,Native American,2018,5 year June,378,341,90.2,341,90.2,100.0,137,36.2,40.2,204,54.0,59.8,0,0.0,0.0,6,1.6,22,5.8,7,1.9,2,0.5
Queens,Native American,2017,5 year June,392,338,86.2,336,85.7,99.4,171,43.6,50.6,165,42.1,48.8,2,0.5,0.6,12,3.1,35,8.9,1,0.3,6,1.5
Queens,Native American,2016,5 year June,295,242,82.0,241,81.7,99.6,97,32.9,40.1,144,48.8,59.5,1,0.3,0.4,8,2.7,34,11.5,4,1.4,7,2.4
Queens,Native American,2015,5 year June,321,258,80.4,243,75.7,94.2,75,23.4,29.1,168,52.3,65.1,15,4.7,5.8,7,2.2,41,12.8,6,1.9,8,2.5
Queens,Native American,2014,5 year June,334,269,80.5,250,74.9,92.9,67,20.1,24.9,183,54.8,68.0,19,5.7,7.1,23,6.9,30,9.0,4,1.2,8,2.4
Queens,Native American,2013,5 year June,228,151,66.2,148,64.9,98.0,42,18.4,27.8,106,46.5,70.2,3,1.3,2.0,18,7.9,40,17.5,9,3.9,10,4.4
Queens,Native American,2012,5 year June,183,114,62.3,105,57.4,92.1,26,14.2,22.8,79,43.2,69.3,9,4.9,7.9,15,8.2,40,21.9,8,4.4,4,2.2
Queens,Native American,2017,6 year June,389,341,87.7,338,86.9,99.1,171,44.0,50.1,167,42.9,49.0,3,0.8,0.9,5,1.3,37,9.5,1,0.3,5,1.3
Queens,Native American,2016,6 year June,295,242,82.0,241,81.7,99.6,97,32.9,40.1,144,48.8,59.5,1,0.3,0.4,7,2.4,35,11.9,4,1.4,7,2.4
Queens,Native American,2015,6 year June,320,262,81.9,247,77.2,94.3,75,23.4,28.6,172,53.8,65.6,15,4.7,5.7,5,1.6,39,12.2,6,1.9,8,2.5
Queens,Native American,2014,6 year June,335,275,82.1,256,76.4,93.1,67,20.0,24.4,189,56.4,68.7,19,5.7,6.9,10,3.0,34,10.1,7,2.1,9,2.7
Queens,Native American,2013,6 year June,229,157,68.6,153,66.8,97.5,43,18.8,27.4,110,48.0,70.1,4,1.7,2.5,9,3.9,44,19.2,9,3.9,10,4.4
Queens,Native American,2012,6 year June,182,120,65.9,111,61.0,92.5,26,14.3,21.7,85,46.7,70.8,9,4.9,7.5,4,2.2,44,24.2,10,5.5,4,2.2
Queens,White,2019,4 year August,2054,1815,88.4,1814,88.3,99.9,854,41.6,47.1,960,46.7,52.9,1,0.0,0.1,160,7.8,55,2.7,3,0.1,19,0.9
Queens,White,2018,4 year August,2154,1895,88.0,1891,87.8,99.8,1040,48.3,54.9,851,39.5,44.9,4,0.2,0.2,171,7.9,60,2.8,11,0.5,17,0.8
Queens,White,2017,4 year August,2437,2153,88.3,2137,87.7,99.3,1239,50.8,57.5,898,36.8,41.7,16,0.7,0.7,196,8.0,63,2.6,8,0.3,17,0.7
Queens,White,2016,4 year August,2319,2014,86.8,1992,85.9,98.9,1103,47.6,54.8,889,38.3,44.1,22,0.9,1.1,197,8.5,71,3.1,10,0.4,24,1.0
Queens,White,2015,4 year August,2472,2081,84.2,1977,80.0,95.0,798,32.3,38.3,1179,47.7,56.7,104,4.2,5.0,267,10.8,99,4.0,12,0.5,13,0.5
Queens,White,2014,4 year August,2527,2136,84.5,2037,80.6,95.4,858,34.0,40.2,1179,46.7,55.2,99,3.9,4.6,261,10.3,100,4.0,15,0.6,15,0.6
Queens,White,2013,4 year August,2364,1980,83.8,1899,80.3,95.9,715,30.2,36.1,1184,50.1,59.8,81,3.4,4.1,257,10.9,98,4.1,18,0.8,8,0.3
Queens,White,2012,4 year August,2316,1898,82.0,1810,78.2,95.4,640,27.6,33.7,1170,50.5,61.6,88,3.8,4.6,266,11.5,117,5.1,18,0.8,5,0.2
Queens,White,2019,4 year June,2054,1781,86.7,1780,86.7,99.9,851,41.4,47.8,929,45.2,52.2,1,0.0,0.1,194,9.4,55,2.7,3,0.1,19,0.9
Queens,White,2018,4 year June,2154,1850,85.9,1846,85.7,99.8,1040,48.3,56.2,806,37.4,43.6,4,0.2,0.2,216,10.0,60,2.8,11,0.5,17,0.8
Queens,White,2017,4 year June,2437,2091,85.8,2076,85.2,99.3,1217,49.9,58.2,859,35.2,41.1,15,0.6,0.7,258,10.6,63,2.6,8,0.3,17,0.7
Queens,White,2016,4 year June,2319,1985,85.6,1963,84.6,98.9,1102,47.5,55.5,861,37.1,43.4,22,0.9,1.1,223,9.6,74,3.2,10,0.4,24,1.0
Queens,White,2015,4 year June,2472,2007,81.2,1915,77.5,95.4,795,32.2,39.6,1120,45.3,55.8,92,3.7,4.6,341,13.8,99,4.0,12,0.5,13,0.5
Queens,White,2014,4 year June,2527,2077,82.2,1987,78.6,95.7,855,33.8,41.2,1132,44.8,54.5,90,3.6,4.3,320,12.7,100,4.0,15,0.6,15,0.6
Queens,White,2013,4 year June,2364,1918,81.1,1848,78.2,96.4,713,30.2,37.2,1135,48.0,59.2,70,3.0,3.6,318,13.5,98,4.1,19,0.8,8,0.3
Queens,White,2012,4 year June,2316,1850,79.9,1773,76.6,95.8,638,27.5,34.5,1135,49.0,61.4,77,3.3,4.2,314,13.6,117,5.1,18,0.8,5,0.2
Queens,White,2018,5 year August,2144,1919,89.5,1913,89.2,99.7,1041,48.6,54.2,872,40.7,45.4,6,0.3,0.3,76,3.5,87,4.1,44,2.1,18,0.8
Queens,White,2017,5 year August,2383,2150,90.2,2138,89.7,99.4,1239,52.0,57.6,899,37.7,41.8,12,0.5,0.6,81,3.4,93,3.9,34,1.4,25,1.0
Queens,White,2016,5 year August,2314,2057,88.9,2032,87.8,98.8,1107,47.8,53.8,925,40.0,45.0,25,1.1,1.2,98,4.2,101,4.4,24,1.0,33,1.4
Queens,White,2015,5 year August,2479,2154,86.9,2043,82.4,94.8,801,32.3,37.2,1242,50.1,57.7,111,4.5,5.2,124,5.0,134,5.4,46,1.9,20,0.8
Queens,White,2014,5 year August,2528,2188,86.6,2076,82.1,94.9,856,33.9,39.1,1220,48.3,55.8,112,4.4,5.1,122,4.8,160,6.3,39,1.5,19,0.8
Queens,White,2013,5 year August,2371,2012,84.9,1922,81.1,95.5,702,29.6,34.9,1220,51.5,60.6,90,3.8,4.5,154,6.5,121,5.1,71,3.0,12,0.5
Queens,White,2012,5 year August,2326,1961,84.3,1858,79.9,94.7,640,27.5,32.6,1218,52.4,62.1,103,4.4,5.3,137,5.9,162,7.0,50,2.1,9,0.4
Queens,White,2018,5 year June,2144,1913,89.2,1907,88.9,99.7,1041,48.6,54.4,866,40.4,45.3,6,0.3,0.3,79,3.7,90,4.2,44,2.1,18,0.8
Queens,White,2017,5 year June,2383,2143,89.9,2133,89.5,99.5,1239,52.0,57.8,894,37.5,41.7,10,0.4,0.5,85,3.6,96,4.0,34,1.4,25,1.0
Queens,White,2016,5 year June,2314,2054,88.8,2029,87.7,98.8,1107,47.8,53.9,922,39.8,44.9,25,1.1,1.2,101,4.4,101,4.4,24,1.0,33,1.4
Queens,White,2015,5 year June,2479,2144,86.5,2034,82.0,94.9,801,32.3,37.4,1233,49.7,57.5,110,4.4,5.1,132,5.3,136,5.5,46,1.9,20,0.8
Queens,White,2014,5 year June,2528,2178,86.2,2069,81.8,95.0,856,33.9,39.3,1213,48.0,55.7,109,4.3,5.0,129,5.1,163,6.4,39,1.5,19,0.8
Queens,White,2013,5 year June,2371,2006,84.6,1919,80.9,95.7,702,29.6,35.0,1217,51.3,60.7,87,3.7,4.3,160,6.7,121,5.1,71,3.0,12,0.5
Queens,White,2012,5 year June,2326,1956,84.1,1856,79.8,94.9,640,27.5,32.7,1216,52.3,62.2,100,4.3,5.1,142,6.1,162,7.0,50,2.1,9,0.4
Queens,White,2017,6 year June,2377,2155,90.7,2143,90.2,99.4,1238,52.1,57.4,905,38.1,42.0,12,0.5,0.6,64,2.7,94,4.0,37,1.6,27,1.1
Queens,White,2016,6 year June,2308,2063,89.4,2037,88.3,98.7,1107,48.0,53.7,930,40.3,45.1,26,1.1,1.3,70,3.0,116,5.0,29,1.3,29,1.3
Queens,White,2015,6 year June,2474,2174,87.9,2061,83.3,94.8,801,32.4,36.8,1260,50.9,58.0,113,4.6,5.2,93,3.8,136,5.5,50,2.0,20,0.8
Queens,White,2014,6 year June,2523,2214,87.8,2099,83.2,94.8,856,33.9,38.7,1243,49.3,56.1,115,4.6,5.2,84,3.3,159,6.3,41,1.6,25,1.0
Queens,White,2013,6 year June,2372,2033,85.7,1940,81.8,95.4,702,29.6,34.5,1238,52.2,60.9,93,3.9,4.6,106,4.5,150,6.3,71,3.0,11,0.5
Queens,White,2012,6 year June,2324,1971,84.8,1863,80.2,94.5,640,27.5,32.5,1223,52.6,62.0,108,4.6,5.5,117,5.0,171,7.4,50,2.2,8,0.3
Staten Island,Asian,2019,4 year August,605,568,93.9,568,93.9,100.0,380,62.8,66.9,188,31.1,33.1,0,0.0,0.0,23,3.8,8,1.3,5,0.8,1,0.2
Staten Island,Asian,2018,4 year August,621,588,94.7,588,94.7,100.0,467,75.2,79.4,121,19.5,20.6,0,0.0,0.0,18,2.9,12,1.9,3,0.5,0,0.0
Staten Island,Asian,2017,4 year August,585,553,94.5,553,94.5,100.0,455,77.8,82.3,98,16.8,17.7,0,0.0,0.0,20,3.4,9,1.5,1,0.2,2,0.3
Staten Island,Asian,2016,4 year August,577,550,95.3,544,94.3,98.9,427,74.0,77.6,117,20.3,21.3,6,1.0,1.1,13,2.3,10,1.7,1,0.2,3,0.5
Staten Island,Asian,2015,4 year August,477,451,94.5,436,91.4,96.7,300,62.9,66.5,136,28.5,30.2,15,3.1,3.3,18,3.8,6,1.3,1,0.2,1,0.2
Staten Island,Asian,2014,4 year August,506,477,94.3,468,92.5,98.1,314,62.1,65.8,154,30.4,32.3,9,1.8,1.9,17,3.4,9,1.8,2,0.4,1,0.2
Staten Island,Asian,2013,4 year August,463,432,93.3,428,92.4,99.1,281,60.7,65.0,147,31.7,34.0,4,0.9,0.9,21,4.5,3,0.6,1,0.2,6,1.3
Staten Island,Asian,2012,4 year August,459,422,91.9,415,90.4,98.3,281,61.2,66.6,134,29.2,31.8,7,1.5,1.7,26,5.7,9,2.0,1,0.2,1,0.2
Staten Island,Asian,2019,4 year June,605,563,93.1,563,93.1,100.0,380,62.8,67.5,183,30.2,32.5,0,0.0,0.0,28,4.6,8,1.3,5,0.8,1,0.2
Staten Island,Asian,2018,4 year June,621,582,93.7,582,93.7,100.0,465,74.9,79.9,117,18.8,20.1,0,0.0,0.0,24,3.9,12,1.9,3,0.5,0,0.0
Staten Island,Asian,2017,4 year June,585,540,92.3,540,92.3,100.0,451,77.1,83.5,89,15.2,16.5,0,0.0,0.0,33,5.6,9,1.5,1,0.2,2,0.3
Staten Island,Asian,2016,4 year June,577,547,94.8,541,93.8,98.9,427,74.0,78.1,114,19.8,20.8,6,1.0,1.1,16,2.8,10,1.7,1,0.2,3,0.5
Staten Island,Asian,2015,4 year June,477,450,94.3,435,91.2,96.7,300,62.9,66.7,135,28.3,30.0,15,3.1,3.3,19,4.0,6,1.3,1,0.2,1,0.2
Staten Island,Asian,2014,4 year June,506,472,93.3,465,91.9,98.5,314,62.1,66.5,151,29.8,32.0,7,1.4,1.5,22,4.3,9,1.8,2,0.4,1,0.2
Staten Island,Asian,2013,4 year June,463,424,91.6,421,90.9,99.3,279,60.3,65.8,142,30.7,33.5,3,0.6,0.7,29,6.3,3,0.6,1,0.2,6,1.3
Staten Island,Asian,2012,4 year June,459,417,90.8,412,89.8,98.8,281,61.2,67.4,131,28.5,31.4,5,1.1,1.2,31,6.8,9,2.0,1,0.2,1,0.2
Staten Island,Asian,2018,5 year August,623,598,96.0,597,95.8,99.8,469,75.3,78.4,128,20.5,21.4,1,0.2,0.2,7,1.1,13,2.1,4,0.6,1,0.2
Staten Island,Asian,2017,5 year August,585,563,96.2,562,96.1,99.8,455,77.8,80.8,107,18.3,19.0,1,0.2,0.2,4,0.7,13,2.2,3,0.5,2,0.3
Staten Island,Asian,2016,5 year August,576,555,96.4,548,95.1,98.7,427,74.1,76.9,121,21.0,21.8,7,1.2,1.3,4,0.7,10,1.7,3,0.5,4,0.7
Staten Island,Asian,2015,5 year August,476,456,95.8,439,92.2,96.3,300,63.0,65.8,139,29.2,30.5,17,3.6,3.7,8,1.7,8,1.7,2,0.4,2,0.4
Staten Island,Asian,2014,5 year August,507,485,95.7,471,92.9,97.1,315,62.1,64.9,156,30.8,32.2,14,2.8,2.9,6,1.2,10,2.0,4,0.8,2,0.4
Staten Island,Asian,2013,5 year August,463,440,95.0,430,92.9,97.7,281,60.7,63.9,149,32.2,33.9,10,2.2,2.3,9,1.9,6,1.3,3,0.6,5,1.1
Staten Island,Asian,2012,5 year August,457,433,94.7,424,92.8,97.9,281,61.5,64.9,143,31.3,33.0,9,2.0,2.1,5,1.1,14,3.1,3,0.7,2,0.4
Staten Island,Asian,2018,5 year June,623,596,95.7,595,95.5,99.8,469,75.3,78.7,126,20.2,21.1,1,0.2,0.2,9,1.4,13,2.1,4,0.6,1,0.2
Staten Island,Asian,2017,5 year June,585,562,96.1,561,95.9,99.8,455,77.8,81.0,106,18.1,18.9,1,0.2,0.2,5,0.9,13,2.2,3,0.5,2,0.3
Staten Island,Asian,2016,5 year June,576,554,96.2,547,95.0,98.7,427,74.1,77.1,120,20.8,21.7,7,1.2,1.3,4,0.7,11,1.9,3,0.5,4,0.7
Staten Island,Asian,2015,5 year June,476,456,95.8,439,92.2,96.3,300,63.0,65.8,139,29.2,30.5,17,3.6,3.7,8,1.7,8,1.7,2,0.4,2,0.4
Staten Island,Asian,2014,5 year June,507,483,95.3,470,92.7,97.3,314,61.9,65.0,156,30.8,32.3,13,2.6,2.7,7,1.4,11,2.2,4,0.8,2,0.4
Staten Island,Asian,2013,5 year June,463,437,94.4,430,92.9,98.4,281,60.7,64.3,149,32.2,34.1,7,1.5,1.6,12,2.6,6,1.3,3,0.6,5,1.1
Staten Island,Asian,2012,5 year June,457,432,94.5,423,92.6,97.9,281,61.5,65.0,142,31.1,32.9,9,2.0,2.1,6,1.3,14,3.1,3,0.7,2,0.4
Staten Island,Asian,2017,6 year June,585,564,96.4,563,96.2,99.8,455,77.8,80.7,108,18.5,19.1,1,0.2,0.2,2,0.3,14,2.4,3,0.5,2,0.3
Staten Island,Asian,2016,6 year June,576,556,96.5,549,95.3,98.7,427,74.1,76.8,122,21.2,21.9,7,1.2,1.3,2,0.3,11,1.9,4,0.7,3,0.5
Staten Island,Asian,2015,6 year June,477,459,96.2,442,92.7,96.3,300,62.9,65.4,142,29.8,30.9,17,3.6,3.7,2,0.4,10,2.1,4,0.8,2,0.4
Staten Island,Asian,2014,6 year June,506,485,95.8,471,93.1,97.1,315,62.3,64.9,156,30.8,32.2,14,2.8,2.9,3,0.6,11,2.2,5,1.0,2,0.4
Staten Island,Asian,2013,6 year June,463,443,95.7,432,93.3,97.5,281,60.7,63.4,151,32.6,34.1,11,2.4,2.5,4,0.9,6,1.3,4,0.9,6,1.3
Staten Island,Asian,2012,6 year June,454,434,95.6,425,93.6,97.9,281,61.9,64.7,144,31.7,33.2,9,2.0,2.1,3,0.7,12,2.6,3,0.7,2,0.4
Staten Island,Black,2019,4 year August,591,456,77.2,450,76.1,98.7,137,23.2,30.0,313,53.0,68.6,6,1.0,1.3,65,11.0,52,8.8,4,0.7,14,2.4
Staten Island,Black,2018,4 year August,643,479,74.5,472,73.4,98.5,188,29.2,39.2,284,44.2,59.3,7,1.1,1.5,98,15.2,49,7.6,6,0.9,11,1.7
Staten Island,Black,2017,4 year August,620,449,72.4,445,71.8,99.1,168,27.1,37.4,277,44.7,61.7,4,0.6,0.9,116,18.7,44,7.1,2,0.3,9,1.5
Staten Island,Black,2016,4 year August,655,450,68.7,435,66.4,96.7,159,24.3,35.3,276,42.1,61.3,15,2.3,3.3,121,18.5,54,8.2,8,1.2,22,3.4
Staten Island,Black,2015,4 year August,640,462,72.2,373,58.3,80.7,76,11.9,16.5,297,46.4,64.3,89,13.9,19.3,94,14.7,54,8.4,5,0.8,25,3.9
Staten Island,Black,2014,4 year August,689,447,64.9,364,52.8,81.4,76,11.0,17.0,288,41.8,64.4,83,12.0,18.6,147,21.3,78,11.3,6,0.9,11,1.6
Staten Island,Black,2013,4 year August,678,445,65.6,378,55.8,84.9,74,10.9,16.6,304,44.8,68.3,67,9.9,15.1,121,17.8,81,11.9,11,1.6,19,2.8
Staten Island,Black,2012,4 year August,702,476,67.8,403,57.4,84.7,75,10.7,15.8,328,46.7,68.9,73,10.4,15.3,137,19.5,72,10.3,5,0.7,12,1.7
Staten Island,Black,2019,4 year June,591,440,74.5,436,73.8,99.1,136,23.0,30.9,300,50.8,68.2,4,0.7,0.9,81,13.7,52,8.8,4,0.7,14,2.4
Staten Island,Black,2018,4 year June,643,465,72.3,459,71.4,98.7,187,29.1,40.2,272,42.3,58.5,6,0.9,1.3,112,17.4,49,7.6,6,0.9,11,1.7
Staten Island,Black,2017,4 year June,620,419,67.6,416,67.1,99.3,166,26.8,39.6,250,40.3,59.7,3,0.5,0.7,146,23.5,44,7.1,2,0.3,9,1.5
Staten Island,Black,2016,4 year June,655,439,67.0,425,64.9,96.8,158,24.1,36.0,267,40.8,60.8,14,2.1,3.2,132,20.2,54,8.2,8,1.2,22,3.4
Staten Island,Black,2015,4 year June,640,449,70.2,366,57.2,81.5,76,11.9,16.9,290,45.3,64.6,83,13.0,18.5,107,16.7,54,8.4,5,0.8,25,3.9
Staten Island,Black,2014,4 year June,689,428,62.1,353,51.2,82.5,76,11.0,17.8,277,40.2,64.7,75,10.9,17.5,166,24.1,78,11.3,6,0.9,11,1.6
Staten Island,Black,2013,4 year June,678,437,64.5,374,55.2,85.6,74,10.9,16.9,300,44.2,68.6,63,9.3,14.4,129,19.0,81,11.9,11,1.6,19,2.8
Staten Island,Black,2012,4 year June,702,462,65.8,393,56.0,85.1,75,10.7,16.2,318,45.3,68.8,69,9.8,14.9,151,21.5,72,10.3,5,0.7,12,1.7
Staten Island,Black,2018,5 year August,631,500,79.2,492,78.0,98.4,189,30.0,37.8,303,48.0,60.6,8,1.3,1.6,28,4.4,74,11.7,11,1.7,17,2.7
Staten Island,Black,2017,5 year August,614,477,77.7,469,76.4,98.3,168,27.4,35.2,301,49.0,63.1,8,1.3,1.7,25,4.1,93,15.1,8,1.3,10,1.6
Staten Island,Black,2016,5 year August,650,490,75.4,471,72.5,96.1,159,24.5,32.4,312,48.0,63.7,19,2.9,3.9,37,5.7,90,13.8,10,1.5,23,3.5
Staten Island,Black,2015,5 year August,638,490,76.8,390,61.1,79.6,77,12.1,15.7,313,49.1,63.9,100,15.7,20.4,39,6.1,74,11.6,13,2.0,22,3.4
Staten Island,Black,2014,5 year August,676,483,71.4,380,56.2,78.7,77,11.4,15.9,303,44.8,62.7,103,15.2,21.3,41,6.1,125,18.5,13,1.9,14,2.1
Staten Island,Black,2013,5 year August,671,476,70.9,392,58.4,82.4,74,11.0,15.5,318,47.4,66.8,84,12.5,17.6,51,7.6,104,15.5,20,3.0,19,2.8
Staten Island,Black,2012,5 year August,689,508,73.7,417,60.5,82.1,75,10.9,14.8,342,49.6,67.3,91,13.2,17.9,60,8.7,98,14.2,8,1.2,15,2.2
Staten Island,Black,2018,5 year June,631,496,78.6,488,77.3,98.4,189,30.0,38.1,299,47.4,60.3,8,1.3,1.6,32,5.1,74,11.7,11,1.7,17,2.7
Staten Island,Black,2017,5 year June,614,474,77.2,466,75.9,98.3,168,27.4,35.4,298,48.5,62.9,8,1.3,1.7,27,4.4,94,15.3,8,1.3,10,1.6
Staten Island,Black,2016,5 year June,650,487,74.9,468,72.0,96.1,159,24.5,32.6,309,47.5,63.4,19,2.9,3.9,40,6.2,90,13.8,10,1.5,23,3.5
Staten Island,Black,2015,5 year June,638,488,76.5,388,60.8,79.5,77,12.1,15.8,311,48.7,63.7,100,15.7,20.5,41,6.4,74,11.6,13,2.0,22,3.4
Staten Island,Black,2014,5 year June,676,479,70.9,378,55.9,78.9,76,11.2,15.9,302,44.7,63.0,101,14.9,21.1,45,6.7,125,18.5,13,1.9,14,2.1
Staten Island,Black,2013,5 year June,671,473,70.5,391,58.3,82.7,74,11.0,15.6,317,47.2,67.0,82,12.2,17.3,54,8.0,104,15.5,20,3.0,19,2.8
Staten Island,Black,2012,5 year June,689,507,73.6,417,60.5,82.2,75,10.9,14.8,342,49.6,67.5,90,13.1,17.8,61,8.9,98,14.2,8,1.2,15,2.2
Staten Island,Black,2017,6 year June,613,489,79.8,480,78.3,98.2,168,27.4,34.4,312,50.9,63.8,9,1.5,1.8,7,1.1,96,15.7,11,1.8,10,1.6
Staten Island,Black,2016,6 year June,649,500,77.0,480,74.0,96.0,159,24.5,31.8,321,49.5,64.2,20,3.1,4.0,13,2.0,101,15.6,14,2.2,21,3.2
Staten Island,Black,2015,6 year June,637,500,78.5,398,62.5,79.6,77,12.1,15.4,321,50.4,64.2,102,16.0,20.4,16,2.5,85,13.3,15,2.4,21,3.3
Staten Island,Black,2014,6 year June,674,500,74.2,388,57.6,77.6,77,11.4,15.4,311,46.1,62.2,112,16.6,22.4,24,3.6,118,17.5,16,2.4,16,2.4
Staten Island,Black,2013,6 year June,658,482,73.3,391,59.4,81.1,74,11.2,15.4,317,48.2,65.8,91,13.8,18.9,25,3.8,113,17.2,21,3.2,16,2.4
Staten Island,Black,2012,6 year June,686,525,76.5,421,61.4,80.2,75,10.9,14.3,346,50.4,65.9,104,15.2,19.8,26,3.8,107,15.6,10,1.5,18,2.6
Staten Island,Hispanic,2019,4 year August,1364,1077,79.0,1071,78.5,99.4,331,24.3,30.7,740,54.3,68.7,6,0.4,0.6,154,11.3,90,6.6,11,0.8,32,2.3
Staten Island,Hispanic,2018,4 year August,1205,942,78.2,937,77.8,99.5,434,36.0,46.1,503,41.7,53.4,5,0.4,0.5,135,11.2,90,7.5,7,0.6,31,2.6
Staten Island,Hispanic,2017,4 year August,1225,955,78.0,950,77.6,99.5,443,36.2,46.4,507,41.4,53.1,5,0.4,0.5,167,13.6,80,6.5,4,0.3,19,1.6
Staten Island,Hispanic,2016,4 year August,1229,919,74.8,892,72.6,97.1,371,30.2,40.4,521,42.4,56.7,27,2.2,2.9,186,15.1,77,6.3,5,0.4,42,3.4
Staten Island,Hispanic,2015,4 year August,1132,817,72.2,696,61.5,85.2,193,17.0,23.6,503,44.4,61.6,121,10.7,14.8,188,16.6,98,8.7,10,0.9,19,1.7
Staten Island,Hispanic,2014,4 year August,1176,825,70.2,728,61.9,88.2,165,14.0,20.0,563,47.9,68.2,97,8.2,11.8,212,18.0,102,8.7,9,0.8,28,2.4
Staten Island,Hispanic,2013,4 year August,1157,804,69.5,703,60.8,87.4,162,14.0,20.1,541,46.8,67.3,101,8.7,12.6,198,17.1,125,10.8,10,0.9,20,1.7
Staten Island,Hispanic,2012,4 year August,1150,800,69.6,695,60.4,86.9,125,10.9,15.6,570,49.6,71.3,105,9.1,13.1,206,17.9,119,10.3,9,0.8,16,1.4
Staten Island,Hispanic,2019,4 year June,1364,1056,77.4,1050,77.0,99.4,331,24.3,31.3,719,52.7,68.1,6,0.4,0.6,174,12.8,90,6.6,12,0.9,32,2.3
Staten Island,Hispanic,2018,4 year June,1205,921,76.4,917,76.1,99.6,431,35.8,46.8,486,40.3,52.8,4,0.3,0.4,156,12.9,90,7.5,7,0.6,31,2.6
Staten Island,Hispanic,2017,4 year June,1225,913,74.5,909,74.2,99.6,437,35.7,47.9,472,38.5,51.7,4,0.3,0.4,207,16.9,82,6.7,4,0.3,19,1.6
Staten Island,Hispanic,2016,4 year June,1229,899,73.1,873,71.0,97.1,371,30.2,41.3,502,40.8,55.8,26,2.1,2.9,206,16.8,77,6.3,5,0.4,42,3.4
Staten Island,Hispanic,2015,4 year June,1132,779,68.8,677,59.8,86.9,192,17.0,24.6,485,42.8,62.3,102,9.0,13.1,225,19.9,98,8.7,11,1.0,19,1.7
