Borough,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
Staten Island,Hispanic,2014,4 year June,1176,791,67.3,706,60.0,89.3,165,14.0,20.9,541,46.0,68.4,85,7.2,10.7,246,20.9,102,8.7,9,0.8,28,2.4
Staten Island,Hispanic,2013,4 year June,1157,775,67.0,682,58.9,88.0,162,14.0,20.9,520,44.9,67.1,93,8.0,12.0,227,19.6,125,10.8,10,0.9,20,1.7
Staten Island,Hispanic,2012,4 year June,1150,772,67.1,678,59.0,87.8,125,10.9,16.2,553,48.1,71.6,94,8.2,12.2,234,20.3,119,10.3,9,0.8,16,1.4
Staten Island,Hispanic,2018,5 year August,1201,980,81.6,969,80.7,98.9,434,36.1,44.3,535,44.5,54.6,11,0.9,1.1,43,3.6,128,10.7,19,1.6,31,2.6
Staten Island,Hispanic,2017,5 year August,1214,1001,82.5,995,82.0,99.4,445,36.7,44.5,550,45.3,54.9,6,0.5,0.6,37,3.0,125,10.3,21,1.7,29,2.4
Staten Island,Hispanic,2016,5 year August,1227,974,79.4,945,77.0,97.0,373,30.4,38.3,572,46.6,58.7,29,2.4,3.0,73,5.9,126,10.3,15,1.2,39,3.2
Staten Island,Hispanic,2015,5 year August,1129,886,78.5,751,66.5,84.8,193,17.1,21.8,558,49.4,63.0,135,12.0,15.2,66,5.8,128,11.3,18,1.6,31,2.7
Staten Island,Hispanic,2014,5 year August,1176,879,74.7,753,64.0,85.7,165,14.0,18.8,588,50.0,66.9,126,10.7,14.3,76,6.5,165,14.0,18,1.5,38,3.2
Staten Island,Hispanic,2013,5 year August,1152,853,74.0,732,63.5,85.8,163,14.1,19.1,569,49.4,66.7,121,10.5,14.2,83,7.2,176,15.3,12,1.0,28,2.4
Staten Island,Hispanic,2012,5 year August,1149,857,74.6,728,63.4,84.9,125,10.9,14.6,603,52.5,70.4,129,11.2,15.1,88,7.7,161,14.0,12,1.0,31,2.7
Staten Island,Hispanic,2018,5 year June,1201,974,81.1,964,80.3,99.0,434,36.1,44.6,530,44.1,54.4,10,0.8,1.0,49,4.1,128,10.7,19,1.6,31,2.6
Staten Island,Hispanic,2017,5 year June,1214,998,82.2,992,81.7,99.4,445,36.7,44.6,547,45.1,54.8,6,0.5,0.6,40,3.3,125,10.3,21,1.7,29,2.4
Staten Island,Hispanic,2016,5 year June,1227,963,78.5,934,76.1,97.0,373,30.4,38.7,561,45.7,58.3,29,2.4,3.0,83,6.8,127,10.4,15,1.2,39,3.2
Staten Island,Hispanic,2015,5 year June,1129,875,77.5,740,65.5,84.6,193,17.1,22.1,547,48.4,62.5,135,12.0,15.4,72,6.4,133,11.8,18,1.6,31,2.7
Staten Island,Hispanic,2014,5 year June,1176,872,74.1,753,64.0,86.4,165,14.0,18.9,588,50.0,67.4,119,10.1,13.6,83,7.1,165,14.0,18,1.5,38,3.2
Staten Island,Hispanic,2013,5 year June,1152,846,73.4,728,63.2,86.1,163,14.1,19.3,565,49.0,66.8,118,10.2,13.9,90,7.8,176,15.3,12,1.0,28,2.4
Staten Island,Hispanic,2012,5 year June,1149,850,74.0,721,62.8,84.8,125,10.9,14.7,596,51.9,70.1,129,11.2,15.2,95,8.3,161,14.0,12,1.0,31,2.7
Staten Island,Hispanic,2017,6 year June,1214,1012,83.4,1005,82.8,99.3,445,36.7,44.0,560,46.1,55.3,7,0.6,0.7,15,1.2,136,11.2,24,2.0,27,2.2
Staten Island,Hispanic,2016,6 year June,1229,994,80.9,964,78.4,97.0,373,30.3,37.5,591,48.1,59.5,30,2.4,3.0,23,1.9,146,11.9,21,1.7,45,3.7
Staten Island,Hispanic,2015,6 year June,1132,907,80.1,770,68.0,84.9,193,17.0,21.3,577,51.0,63.6,137,12.1,15.1,32,2.8,147,13.0,19,1.7,27,2.4
Staten Island,Hispanic,2014,6 year June,1177,908,77.1,770,65.4,84.8,165,14.0,18.2,605,51.4,66.6,138,11.7,15.2,33,2.8,172,14.6,21,1.8,43,3.7
Staten Island,Hispanic,2013,6 year June,1154,880,76.3,748,64.8,85.0,163,14.1,18.5,585,50.7,66.5,132,11.4,15.0,33,2.9,197,17.1,14,1.2,30,2.6
Staten Island,Hispanic,2012,6 year June,1148,872,76.0,737,64.2,84.5,125,10.9,14.3,612,53.3,70.2,135,11.8,15.5,56,4.9,167,14.5,15,1.3,38,3.3
Staten Island,Multi-Racial,2019,4 year August,71,62,87.3,62,87.3,100.0,21,29.6,33.9,41,57.7,66.1,0,0.0,0.0,7,9.9,1,1.4,0,0.0,1,1.4
Staten Island,Multi-Racial,2018,4 year August,68,60,88.2,60,88.2,100.0,36,52.9,60.0,24,35.3,40.0,0,0.0,0.0,5,7.4,2,2.9,1,1.5,0,0.0
Staten Island,Multi-Racial,2017,4 year August,44,37,84.1,36,81.8,97.3,19,43.2,51.4,17,38.6,45.9,1,2.3,2.7,5,11.4,2,4.5,0,0.0,0,0.0
Staten Island,Multi-Racial,2016,4 year August,29,20,69.0,20,69.0,100.0,8,27.6,40.0,12,41.4,60.0,0,0.0,0.0,7,24.1,1,3.4,1,3.4,0,0.0
Staten Island,Multi-Racial,2015,4 year August,41,25,61.0,23,56.1,92.0,7,17.1,28.0,16,39.0,64.0,2,4.9,8.0,9,22.0,4,9.8,1,2.4,2,4.9
Staten Island,Multi-Racial,2014,4 year August,43,31,72.1,30,69.8,96.8,9,20.9,29.0,21,48.8,67.7,1,2.3,3.2,7,16.3,3,7.0,1,2.3,1,2.3
Staten Island,Multi-Racial,2013,4 year August,33,24,72.7,23,69.7,95.8,10,30.3,41.7,13,39.4,54.2,1,3.0,4.2,6,18.2,1,3.0,0,0.0,2,6.1
Staten Island,Multi-Racial,2012,4 year August,17,13,76.5,12,70.6,92.3,6,35.3,46.2,6,35.3,46.2,1,5.9,7.7,4,23.5,0,0.0,0,0.0,0,0.0
Staten Island,Multi-Racial,2019,4 year June,71,61,85.9,61,85.9,100.0,21,29.6,34.4,40,56.3,65.6,0,0.0,0.0,8,11.3,1,1.4,0,0.0,1,1.4
Staten Island,Multi-Racial,2018,4 year June,68,58,85.3,58,85.3,100.0,36,52.9,62.1,22,32.4,37.9,0,0.0,0.0,6,8.8,3,4.4,1,1.5,0,0.0
Staten Island,Multi-Racial,2017,4 year June,44,35,79.5,34,77.3,97.1,19,43.2,54.3,15,34.1,42.9,1,2.3,2.9,7,15.9,2,4.5,0,0.0,0,0.0
Staten Island,Multi-Racial,2016,4 year June,29,19,65.5,19,65.5,100.0,8,27.6,42.1,11,37.9,57.9,0,0.0,0.0,8,27.6,1,3.4,1,3.4,0,0.0
Staten Island,Multi-Racial,2015,4 year June,41,25,61.0,23,56.1,92.0,7,17.1,28.0,16,39.0,64.0,2,4.9,8.0,9,22.0,4,9.8,1,2.4,2,4.9
Staten Island,Multi-Racial,2014,4 year June,43,31,72.1,30,69.8,96.8,9,20.9,29.0,21,48.8,67.7,1,2.3,3.2,7,16.3,3,7.0,1,2.3,1,2.3
Staten Island,Multi-Racial,2013,4 year June,33,24,72.7,23,69.7,95.8,10,30.3,41.7,13,39.4,54.2,1,3.0,4.2,6,18.2,1,3.0,0,0.0,2,6.1
Staten Island,Multi-Racial,2012,4 year June,17,13,76.5,12,70.6,92.3,6,35.3,46.2,6,35.3,46.2,1,5.9,7.7,4,23.5,0,0.0,0,0.0,0,0.0
Staten Island,Multi-Racial,2018,5 year August,69,61,88.4,61,88.4,100.0,36,52.2,59.0,25,36.2,41.0,0,0.0,0.0,2,2.9,4,5.8,2,2.9,0,0.0
Staten Island,Multi-Racial,2017,5 year August,43,37,86.0,37,86.0,100.0,19,44.2,51.4,18,41.9,48.6,0,0.0,0.0,1,2.3,4,9.3,1,2.3,0,0.0
Staten Island,Multi-Racial,2016,5 year August,30,22,73.3,22,73.3,100.0,8,26.7,36.4,14,46.7,63.6,0,0.0,0.0,5,16.7,2,6.7,1,3.3,0,0.0
Staten Island,Multi-Racial,2015,5 year August,41,25,61.0,23,56.1,92.0,7,17.1,28.0,16,39.0,64.0,2,4.9,8.0,8,19.5,5,12.2,1,2.4,2,4.9
Staten Island,Multi-Racial,2014,5 year August,45,34,75.6,32,71.1,94.1,9,20.0,26.5,23,51.1,67.6,2,4.4,5.9,4,8.9,5,11.1,1,2.2,1,2.2
Staten Island,Multi-Racial,2013,5 year August,32,25,78.1,24,75.0,96.0,10,31.3,40.0,14,43.8,56.0,1,3.1,4.0,1,3.1,4,12.5,0,0.0,2,6.3
Staten Island,Multi-Racial,2012,5 year August,16,15,93.8,12,75.0,80.0,6,37.5,40.0,6,37.5,40.0,3,18.8,20.0,0,0.0,1,6.3,0,0.0,0,0.0
Staten Island,Multi-Racial,2018,5 year June,69,60,87.0,60,87.0,100.0,36,52.2,60.0,24,34.8,40.0,0,0.0,0.0,3,4.3,4,5.8,2,2.9,0,0.0
Staten Island,Multi-Racial,2017,5 year June,43,37,86.0,37,86.0,100.0,19,44.2,51.4,18,41.9,48.6,0,0.0,0.0,1,2.3,4,9.3,1,2.3,0,0.0
Staten Island,Multi-Racial,2016,5 year June,30,22,73.3,22,73.3,100.0,8,26.7,36.4,14,46.7,63.6,0,0.0,0.0,5,16.7,2,6.7,1,3.3,0,0.0
Staten Island,Multi-Racial,2015,5 year June,41,25,61.0,23,56.1,92.0,7,17.1,28.0,16,39.0,64.0,2,4.9,8.0,8,19.5,5,12.2,1,2.4,2,4.9
Staten Island,Multi-Racial,2014,5 year June,45,34,75.6,32,71.1,94.1,9,20.0,26.5,23,51.1,67.6,2,4.4,5.9,4,8.9,5,11.1,1,2.2,1,2.2
Staten Island,Multi-Racial,2013,5 year June,32,25,78.1,24,75.0,96.0,10,31.3,40.0,14,43.8,56.0,1,3.1,4.0,1,3.1,4,12.5,0,0.0,2,6.3
Staten Island,Multi-Racial,2012,5 year June,16,15,93.8,12,75.0,80.0,6,37.5,40.0,6,37.5,40.0,3,18.8,20.0,0,0.0,1,6.3,0,0.0,0,0.0
Staten Island,Multi-Racial,2017,6 year June,43,37,86.0,37,86.0,100.0,19,44.2,51.4,18,41.9,48.6,0,0.0,0.0,1,2.3,4,9.3,1,2.3,0,0.0
Staten Island,Multi-Racial,2016,6 year June,29,22,75.9,22,75.9,100.0,8,27.6,36.4,14,48.3,63.6,0,0.0,0.0,2,6.9,4,13.8,1,3.4,0,0.0
Staten Island,Multi-Racial,2015,6 year June,42,26,61.9,24,57.1,92.3,7,16.7,26.9,17,40.5,65.4,2,4.8,7.7,6,14.3,7,16.7,1,2.4,2,4.8
Staten Island,Multi-Racial,2014,6 year June,45,34,75.6,32,71.1,94.1,9,20.0,26.5,23,51.1,67.6,2,4.4,5.9,4,8.9,5,11.1,1,2.2,1,2.2
Staten Island,Multi-Racial,2013,6 year June,31,25,80.6,24,77.4,96.0,10,32.3,40.0,14,45.2,56.0,1,3.2,4.0,0,0.0,4,12.9,0,0.0,2,6.5
Staten Island,Multi-Racial,2012,6 year June,16,15,93.8,12,75.0,80.0,6,37.5,40.0,6,37.5,40.0,3,18.8,20.0,0,0.0,1,6.3,0,0.0,0,0.0
Staten Island,Native American,2019,4 year August,23,18,78.3,18,78.3,100.0,5,21.7,27.8,13,56.5,72.2,0,0.0,0.0,1,4.3,2,8.7,0,0.0,2,8.7
Staten Island,Native American,2018,4 year August,26,22,84.6,22,84.6,100.0,13,50.0,59.1,9,34.6,40.9,0,0.0,0.0,2,7.7,2,7.7,0,0.0,0,0.0
Staten Island,Native American,2017,4 year August,22,19,86.4,19,86.4,100.0,10,45.5,52.6,9,40.9,47.4,0,0.0,0.0,3,13.6,0,0.0,0,0.0,0,0.0
Staten Island,Native American,2016,4 year August,27,22,81.5,22,81.5,100.0,15,55.6,68.2,7,25.9,31.8,0,0.0,0.0,4,14.8,0,0.0,0,0.0,1,3.7
Staten Island,Native American,2015,4 year August,24,19,79.2,19,79.2,100.0,7,29.2,36.8,12,50.0,63.2,0,0.0,0.0,2,8.3,1,4.2,0,0.0,2,8.3
Staten Island,Native American,2014,4 year August,16,9,56.3,8,50.0,88.9,2,12.5,22.2,6,37.5,66.7,1,6.3,11.1,5,31.3,0,0.0,0,0.0,2,12.5
Staten Island,Native American,2013,4 year August,15,12,80.0,12,80.0,100.0,1,6.7,8.3,11,73.3,91.7,0,0.0,0.0,1,6.7,2,13.3,0,0.0,0,0.0
Staten Island,Native American,2012,4 year August,17,13,76.5,10,58.8,76.9,4,23.5,30.8,6,35.3,46.2,3,17.6,23.1,2,11.8,2,11.8,0,0.0,0,0.0
Staten Island,Native American,2019,4 year June,23,17,73.9,17,73.9,100.0,5,21.7,29.4,12,52.2,70.6,0,0.0,0.0,2,8.7,2,8.7,0,0.0,2,8.7
Staten Island,Native American,2018,4 year June,26,21,80.8,21,80.8,100.0,13,50.0,61.9,8,30.8,38.1,0,0.0,0.0,3,11.5,2,7.7,0,0.0,0,0.0
Staten Island,Native American,2017,4 year June,22,18,81.8,18,81.8,100.0,10,45.5,55.6,8,36.4,44.4,0,0.0,0.0,4,18.2,0,0.0,0,0.0,0,0.0
Staten Island,Native American,2016,4 year June,27,20,74.1,20,74.1,100.0,14,51.9,70.0,6,22.2,30.0,0,0.0,0.0,6,22.2,0,0.0,0,0.0,1,3.7
Staten Island,Native American,2015,4 year June,24,19,79.2,19,79.2,100.0,7,29.2,36.8,12,50.0,63.2,0,0.0,0.0,2,8.3,1,4.2,0,0.0,2,8.3
Staten Island,Native American,2014,4 year June,16,8,50.0,7,43.8,87.5,2,12.5,25.0,5,31.3,62.5,1,6.3,12.5,6,37.5,0,0.0,0,0.0,2,12.5
Staten Island,Native American,2013,4 year June,15,11,73.3,11,73.3,100.0,1,6.7,9.1,10,66.7,90.9,0,0.0,0.0,2,13.3,2,13.3,0,0.0,0,0.0
Staten Island,Native American,2012,4 year June,17,13,76.5,10,58.8,76.9,4,23.5,30.8,6,35.3,46.2,3,17.6,23.1,2,11.8,2,11.8,0,0.0,0,0.0
Staten Island,Native American,2018,5 year August,26,23,88.5,23,88.5,100.0,13,50.0,56.5,10,38.5,43.5,0,0.0,0.0,1,3.8,2,7.7,0,0.0,0,0.0
Staten Island,Native American,2017,5 year August,23,21,91.3,20,87.0,95.2,10,43.5,47.6,10,43.5,47.6,1,4.3,4.8,1,4.3,0,0.0,1,4.3,0,0.0
Staten Island,Native American,2016,5 year August,28,23,82.1,23,82.1,100.0,15,53.6,65.2,8,28.6,34.8,0,0.0,0.0,2,7.1,2,7.1,0,0.0,1,3.6
Staten Island,Native American,2015,5 year August,25,19,76.0,19,76.0,100.0,7,28.0,36.8,12,48.0,63.2,0,0.0,0.0,1,4.0,1,4.0,0,0.0,4,16.0
Staten Island,Native American,2014,5 year August,17,10,58.8,8,47.1,80.0,2,11.8,20.0,6,35.3,60.0,2,11.8,20.0,0,0.0,6,35.3,0,0.0,1,5.9
Staten Island,Native American,2013,5 year August,17,13,76.5,13,76.5,100.0,1,5.9,7.7,12,70.6,92.3,0,0.0,0.0,0,0.0,3,17.6,0,0.0,1,5.9
Staten Island,Native American,2012,5 year August,17,13,76.5,10,58.8,76.9,4,23.5,30.8,6,35.3,46.2,3,17.6,23.1,2,11.8,2,11.8,0,0.0,0,0.0
Staten Island,Native American,2018,5 year June,26,23,88.5,23,88.5,100.0,13,50.0,56.5,10,38.5,43.5,0,0.0,0.0,1,3.8,2,7.7,0,0.0,0,0.0
Staten Island,Native American,2017,5 year June,23,21,91.3,20,87.0,95.2,10,43.5,47.6,10,43.5,47.6,1,4.3,4.8,1,4.3,0,0.0,1,4.3,0,0.0
Staten Island,Native American,2016,5 year June,28,22,78.6,22,78.6,100.0,15,53.6,68.2,7,25.0,31.8,0,0.0,0.0,2,7.1,3,10.7,0,0.0,1,3.6
Staten Island,Native American,2015,5 year June,25,19,76.0,19,76.0,100.0,7,28.0,36.8,12,48.0,63.2,0,0.0,0.0,1,4.0,1,4.0,0,0.0,4,16.0
Staten Island,Native American,2014,5 year June,17,10,58.8,8,47.1,80.0,2,11.8,20.0,6,35.3,60.0,2,11.8,20.0,0,0.0,6,35.3,0,0.0,1,5.9
Staten Island,Native American,2013,5 year June,17,13,76.5,13,76.5,100.0,1,5.9,7.7,12,70.6,92.3,0,0.0,0.0,0,0.0,3,17.6,0,0.0,1,5.9
Staten Island,Native American,2012,5 year June,17,13,76.5,10,58.8,76.9,4,23.5,30.8,6,35.3,46.2,3,17.6,23.1,2,11.8,2,11.8,0,0.0,0,0.0
Staten Island,Native American,2017,6 year June,23,21,91.3,20,87.0,95.2,10,43.5,47.6,10,43.5,47.6,1,4.3,4.8,1,4.3,0,0.0,1,4.3,0,0.0
Staten Island,Native American,2016,6 year June,28,23,82.1,23,82.1,100.0,15,53.6,65.2,8,28.6,34.8,0,0.0,0.0,1,3.6,2,7.1,1,3.6,1,3.6
Staten Island,Native American,2015,6 year June,25,19,76.0,19,76.0,100.0,7,28.0,36.8,12,48.0,63.2,0,0.0,0.0,1,4.0,2,8.0,0,0.0,3,12.0
Staten Island,Native American,2014,6 year June,17,11,64.7,9,52.9,81.8,2,11.8,18.2,7,41.2,63.6,2,11.8,18.2,0,0.0,5,29.4,0,0.0,1,5.9
Staten Island,Native American,2013,6 year June,18,13,72.2,13,72.2,100.0,1,5.6,7.7,12,66.7,92.3,0,0.0,0.0,0,0.0,5,27.8,0,0.0,0,0.0
Staten Island,Native American,2012,6 year June,16,14,87.5,11,68.8,78.6,4,25.0,28.6,7,43.8,50.0,3,18.8,21.4,0,0.0,2,12.5,0,0.0,0,0.0
Staten Island,White,2019,4 year August,1929,1788,92.7,1782,92.4,99.7,730,37.8,40.8,1052,54.5,58.8,6,0.3,0.3,87,4.5,34,1.8,11,0.6,9,0.5
Staten Island,White,2018,4 year August,2005,1853,92.4,1850,92.3,99.8,1285,64.1,69.3,565,28.2,30.5,3,0.1,0.2,101,5.0,37,1.8,9,0.4,5,0.2
Staten Island,White,2017,4 year August,2186,2020,92.4,2015,92.2,99.8,1332,60.9,65.9,683,31.2,33.8,5,0.2,0.2,123,5.6,35,1.6,4,0.2,4,0.2
Staten Island,White,2016,4 year August,2177,2013,92.5,1983,91.1,98.5,1165,53.5,57.9,818,37.6,40.6,30,1.4,1.5,105,4.8,39,1.8,9,0.4,11,0.5
Staten Island,White,2015,4 year August,2120,1895,89.4,1690,79.7,89.2,763,36.0,40.3,927,43.7,48.9,205,9.7,10.8,139,6.6,61,2.9,12,0.6,13,0.6
Staten Island,White,2014,4 year August,2235,1979,88.5,1770,79.2,89.4,769,34.4,38.9,1001,44.8,50.6,209,9.4,10.6,167,7.5,63,2.8,13,0.6,13,0.6
Staten Island,White,2013,4 year August,2285,2001,87.6,1833,80.2,91.6,706,30.9,35.3,1127,49.3,56.3,168,7.4,8.4,190,8.3,64,2.8,15,0.7,15,0.7
Staten Island,White,2012,4 year August,2199,1889,85.9,1727,78.5,91.4,660,30.0,34.9,1067,48.5,56.5,162,7.4,8.6,197,9.0,87,4.0,11,0.5,15,0.7
Staten Island,White,2019,4 year June,1929,1763,91.4,1759,91.2,99.8,730,37.8,41.4,1029,53.3,58.4,4,0.2,0.2,111,5.8,35,1.8,11,0.6,9,0.5
Staten Island,White,2018,4 year June,2005,1838,91.7,1835,91.5,99.8,1283,64.0,69.8,552,27.5,30.0,3,0.1,0.2,116,5.8,37,1.8,9,0.4,5,0.2
Staten Island,White,2017,4 year June,2186,1990,91.0,1985,90.8,99.7,1329,60.8,66.8,656,30.0,33.0,5,0.2,0.3,153,7.0,35,1.6,4,0.2,4,0.2
Staten Island,White,2016,4 year June,2177,1998,91.8,1969,90.4,98.5,1160,53.3,58.1,809,37.2,40.5,29,1.3,1.5,120,5.5,39,1.8,9,0.4,11,0.5
Staten Island,White,2015,4 year June,2120,1872,88.3,1678,79.2,89.6,763,36.0,40.8,915,43.2,48.9,194,9.2,10.4,162,7.6,61,2.9,12,0.6,13,0.6
Staten Island,White,2014,4 year June,2235,1955,87.5,1756,78.6,89.8,768,34.4,39.3,988,44.2,50.5,199,8.9,10.2,191,8.5,63,2.8,13,0.6,13,0.6
Staten Island,White,2013,4 year June,2285,1976,86.5,1815,79.4,91.9,706,30.9,35.7,1109,48.5,56.1,161,7.0,8.1,215,9.4,64,2.8,15,0.7,15,0.7
Staten Island,White,2012,4 year June,2199,1850,84.1,1704,77.5,92.1,660,30.0,35.7,1044,47.5,56.4,146,6.6,7.9,236,10.7,87,4.0,11,0.5,15,0.7
Staten Island,White,2018,5 year August,1999,1865,93.3,1862,93.1,99.8,1285,64.3,68.9,577,28.9,30.9,3,0.2,0.2,43,2.2,60,3.0,22,1.1,9,0.5
Staten Island,White,2017,5 year August,2174,2035,93.6,2031,93.4,99.8,1332,61.3,65.5,699,32.2,34.3,4,0.2,0.2,41,1.9,67,3.1,23,1.1,8,0.4
Staten Island,White,2016,5 year August,2169,2039,94.0,2007,92.5,98.4,1166,53.8,57.2,841,38.8,41.2,32,1.5,1.6,39,1.8,63,2.9,17,0.8,11,0.5
Staten Island,White,2015,5 year August,2118,1930,91.1,1721,81.3,89.2,764,36.1,39.6,957,45.2,49.6,209,9.9,10.8,62,2.9,81,3.8,28,1.3,17,0.8
Staten Island,White,2014,5 year August,2234,2022,90.5,1789,80.1,88.5,769,34.4,38.0,1020,45.7,50.4,233,10.4,11.5,47,2.1,110,4.9,33,1.5,22,1.0
Staten Island,White,2013,5 year August,2289,2053,89.7,1865,81.5,90.8,706,30.8,34.4,1159,50.6,56.5,188,8.2,9.2,72,3.1,108,4.7,35,1.5,21,0.9
Staten Island,White,2012,5 year August,2216,1948,87.9,1761,79.5,90.4,660,29.8,33.9,1101,49.7,56.5,187,8.4,9.6,85,3.8,128,5.8,33,1.5,22,1.0
Staten Island,White,2018,5 year June,1999,1864,93.2,1861,93.1,99.8,1285,64.3,68.9,576,28.8,30.9,3,0.2,0.2,44,2.2,60,3.0,22,1.1,9,0.5
Staten Island,White,2017,5 year June,2174,2030,93.4,2026,93.2,99.8,1332,61.3,65.6,694,31.9,34.2,4,0.2,0.2,46,2.1,67,3.1,23,1.1,8,0.4
Staten Island,White,2016,5 year June,2169,2035,93.8,2003,92.3,98.4,1166,53.8,57.3,837,38.6,41.1,32,1.5,1.6,43,2.0,63,2.9,17,0.8,11,0.5
Staten Island,White,2015,5 year June,2118,1925,90.9,1716,81.0,89.1,764,36.1,39.7,952,44.9,49.5,209,9.9,10.9,66,3.1,82,3.9,28,1.3,17,0.8
Staten Island,White,2014,5 year June,2234,2017,90.3,1789,80.1,88.7,769,34.4,38.1,1020,45.7,50.6,228,10.2,11.3,51,2.3,111,5.0,33,1.5,22,1.0
Staten Island,White,2013,5 year June,2289,2049,89.5,1863,81.4,90.9,706,30.8,34.5,1157,50.5,56.5,186,8.1,9.1,76,3.3,108,4.7,35,1.5,21,0.9
Staten Island,White,2012,5 year June,2216,1948,87.9,1761,79.5,90.4,660,29.8,33.9,1101,49.7,56.5,187,8.4,9.6,85,3.8,128,5.8,33,1.5,22,1.0
Staten Island,White,2017,6 year June,2172,2041,94.0,2035,93.7,99.7,1332,61.3,65.3,703,32.4,34.4,6,0.3,0.3,25,1.2,66,3.0,32,1.5,8,0.4
Staten Island,White,2016,6 year June,2168,2041,94.1,2009,92.7,98.4,1166,53.8,57.1,843,38.9,41.3,32,1.5,1.6,28,1.3,69,3.2,18,0.8,12,0.6
Staten Island,White,2015,6 year June,2120,1941,91.6,1731,81.7,89.2,764,36.0,39.4,967,45.6,49.8,210,9.9,10.8,48,2.3,81,3.8,33,1.6,17,0.8
Staten Island,White,2014,6 year June,2235,2033,91.0,1797,80.4,88.4,769,34.4,37.8,1028,46.0,50.6,236,10.6,11.6,39,1.7,108,4.8,33,1.5,22,1.0
Staten Island,White,2013,6 year June,2290,2065,90.2,1873,81.8,90.7,706,30.8,34.2,1167,51.0,56.5,192,8.4,9.3,51,2.2,115,5.0,37,1.6,22,1.0
Staten Island,White,2012,6 year June,2220,1964,88.5,1766,79.5,89.9,660,29.7,33.6,1106,49.8,56.3,198,8.9,10.1,56,2.5,138,6.2,38,1.7,24,1.1
